ID;Age;Exp;RMM;F;DM;Educ;CEL;PP
2003;30;4;142;3;4200;1;Non;Oui
2004;44;20;124;1;4700;1;Non;Non
2005;30;4;44;1;1900;3;Non;Non
2006;47;23;170;2;6500;2;Oui;Oui
2007;64;39;75;4;100;2;Oui;Non
2008;48;21;78;3;2000;2;Non;Non
2009;63;38;31;1;1100;3;Non;Non
2010;25;0;99;1;1900;1;Non;Non
2011;61;36;41;2;1500;1;Non;Non
2013;57;31;51;1;1400;1;Non;Non
2014;40;15;52;3;800;3;Non;Non
2015;49;19;169;3;5670;3;Oui;Oui
2016;30;5;141;1;800;1;Non;Non
2017;41;17;93;4;800;1;Non;Non
2018;42;15;14;3;1000;2;Non;Non
2019;63;39;160;2;2100;1;Non;Non
2020;43;17;44;1;200;1;Oui;Non
2021;59;34;33;3;200;1;Non;Non
2022;46;20;103;4;4800;3;Non;Oui
2023;33;3;71;4;1800;3;Non;Non
2024;55;29;55;1;200;1;Non;Non
2025;36;12;113;4;200;1;Non;Oui
2026;47;20;79;3;2000;2;Non;Non
2027;59;33;80;2;700;2;Non;Non
2030;30;3;61;4;2000;2;Non;Non
2031;63;38;111;2;3900;1;Oui;Non
2032;60;35;80;3;500;1;Non;Non
2033;62;37;32;3;200;1;Non;Non
2034;49;23;83;1;300;1;Non;Non
2035;59;33;91;4;1900;2;Non;Non
2036;36;10;29;4;1000;1;Non;Non
2037;46;19;19;3;670;2;Non;Non
2038;35;8;52;2;1000;2;Non;Non
2039;50;24;150;1;7300;1;Non;Non
2040;51;25;32;2;400;3;Non;Non
2041;41;16;91;3;500;3;Non;Non
2042;45;20;180;3;8500;2;Non;Oui
2043;41;17;121;1;300;1;Non;Non
2044;57;32;25;2;200;3;Non;Non
2045;51;25;102;1;300;1;Non;Non
2046;52;28;44;4;900;2;Non;Non
2047;43;16;161;3;8000;2;Oui;Oui
2048;63;38;134;3;4000;2;Non;Oui
2049;28;4;43;1;1800;2;Non;Non
2050;43;18;94;4;1100;2;Non;Non
2051;41;15;29;2;800;3;Non;Non
2052;34;8;38;4;200;1;Non;Non
2053;28;3;120;1;800;1;Non;Non
2054;58;32;85;2;2000;1;Oui;Non
2055;39;15;89;2;1900;1;Non;Non
2056;49;23;25;1;1400;3;Non;Non
2057;33;8;20;3;1300;1;Non;Non
2058;37;12;125;2;3900;1;Non;Non
2059;33;7;18;1;600;3;Non;Non
2060;28;3;173;2;6700;1;Non;Non
2061;54;29;34;4;100;3;Non;Non
2062;63;38;159;4;4900;2;Non;Oui
2063;57;31;55;3;2500;1;Oui;Non
2064;56;30;32;2;400;3;Non;Non
2065;54;29;65;4;1800;3;Non;Non
2066;29;5;83;3;1500;1;Non;Non
2067;41;16;30;2;1400;2;Non;Non
2068;58;32;180;1;2900;1;Non;Non
2069;61;37;13;2;300;3;Non;Non
2070;30;4;35;4;800;1;Non;Non
2071;62;37;95;3;500;1;Non;Non
2073;29;3;39;4;200;1;Non;Non
2074;46;20;54;1;700;3;Non;Non
2075;52;27;81;1;1300;3;Non;Non
2076;40;16;53;4;2000;3;Non;Non
2077;49;23;119;1;7300;1;Non;Non
2078;34;9;160;4;8000;3;Non;Oui
2079;35;11;21;2;1000;2;Non;Non
2080;26;2;40;1;1000;3;Non;Non
2081;65;40;69;4;100;2;Non;Non
2082;52;27;45;1;1300;2;Non;Non
2083;32;7;55;4;2000;2;Non;Non
2084;31;7;38;1;200;3;Non;Non
2085;36;9;44;4;1000;2;Non;Non
2086;50;24;45;3;600;2;Non;Non
2087;36;12;84;1;800;2;Non;Non
2088;51;27;188;2;6900;2;Non;Oui
2089;39;9;29;3;2000;3;Non;Non
2090;53;29;95;1;2700;2;Non;Non
2091;50;25;79;1;2900;1;Non;Non
2092;31;4;41;1;2000;2;Non;Non
2093;53;23;19;4;400;3;Non;Non
2094;48;23;75;4;3600;3;Non;Non
2095;57;31;64;3;2500;1;Non;Non
2096;47;21;174;4;3200;3;Non;Oui
2097;55;29;54;2;2300;3;Non;Non
2098;37;11;14;3;100;2;Non;Non
2099;59;35;94;1;3800;1;Non;Non
2100;53;29;10;2;400;1;Non;Non
2101;31;6;145;1;800;1;Non;Non
2102;35;5;203;1;10000;3;Non;Oui
2103;25;-1;81;2;1600;3;Non;Non
2104;37;13;153;2;6500;1;Non;Non
2105;40;14;58;4;200;3;Non;Non
2106;31;5;49;4;1800;3;Non;Non
2107;62;38;132;1;2900;1;Non;Non
2108;41;17;85;4;200;3;Non;Non
2109;56;32;85;3;2670;1;Non;Non
2110;47;23;178;1;6500;3;Non;Oui
2111;28;4;104;3;2500;1;Non;Non
2112;60;34;40;1;1600;1;Non;Non
2113;27;2;103;1;1900;1;Non;Non
2114;57;33;25;2;1000;1;Non;Non
2115;62;36;69;2;1700;3;Non;Non
2116;57;31;30;3;1400;1;Non;Non
2117;44;17;70;3;2670;2;Non;Non
2118;31;7;15;3;900;3;Non;Non
2119;31;5;125;2;1300;1;Non;Non
2120;39;13;50;3;500;3;Non;Non
2121;41;17;44;1;300;3;Non;Non
2122;41;17;38;4;2200;2;Non;Non
2123;55;29;64;3;800;1;Non;Non
2124;28;2;9;1;100;2;Non;Non
2125;35;9;44;3;900;1;Non;Non
2126;44;20;93;4;800;1;Non;Non
2127;44;19;83;4;400;1;Non;Non
2129;65;40;40;1;1100;3;Non;Non
2130;35;10;58;4;700;3;Non;Non
2131;55;31;74;3;2670;1;Non;Non
2132;55;31;15;1;200;1;Non;Non
2133;59;35;11;2;1000;1;Non;Non
2134;39;15;41;1;2000;2;Non;Non
2135;50;24;68;1;1500;2;Non;Non
2136;45;15;28;1;750;3;Non;Non
2137;50;26;115;1;1200;3;Non;Oui
2138;65;40;83;4;100;2;Non;Non
2139;36;11;40;2;1100;2;Non;Non
2140;57;32;113;1;100;3;Non;Non
2141;53;27;89;1;800;3;Non;Non
2142;28;4;38;4;1600;1;Non;Non
2143;55;31;62;4;1500;1;Non;Non
2144;56;31;65;3;1700;1;Non;Non
2145;33;6;168;3;5670;2;Oui;Oui
2146;57;32;40;3;1700;1;Non;Non
2147;27;3;30;1;1000;3;Non;Non
2148;27;3;20;4;1000;1;Non;Non
2149;54;30;58;2;3200;3;Non;Non
2150;48;22;150;1;7300;1;Non;Non
2151;62;38;54;1;800;1;Non;Non
2152;41;16;19;2;300;2;Non;Non
2153;62;38;30;3;100;3;Non;Non
2154;40;14;123;1;5200;1;Non;Non
2155;32;8;45;1;2400;2;Non;Non
2156;62;38;154;1;2900;1;Non;Non
2157;35;11;93;2;2700;1;Non;Non
2158;25;0;71;4;200;1;Non;Non
2159;50;25;83;4;3100;1;Non;Oui
2160;61;35;99;1;4800;3;Non;Oui
2161;43;17;55;3;2200;2;Non;Non
2162;52;28;38;4;900;2;Non;Non
2163;39;13;74;3;900;2;Non;Non
2164;33;3;69;4;1800;3;Non;Non
2165;27;3;104;2;2500;1;Non;Non
2166;27;0;38;4;1000;3;Non;Non
2167;32;8;25;3;900;3;Non;Non
2168;65;40;162;1;1300;1;Non;Non
2169;55;29;64;4;2600;3;Non;Non
2170;52;27;30;2;700;2;Non;Non
2171;39;13;52;3;500;3;Non;Non
2172;35;11;42;1;1500;3;Non;Non
2173;39;15;79;2;1800;2;Non;Non
2174;34;10;34;1;1700;1;Non;Non
2175;30;5;123;2;3100;1;Non;Non
2176;37;12;160;2;3300;1;Non;Non
2177;41;14;51;3;2330;2;Non;Non
2178;31;7;108;1;4000;1;Non;Non
2179;37;13;158;2;2300;2;Oui;Oui
2180;49;23;68;1;1500;2;Non;Non
2181;58;33;42;2;1600;3;Non;Non
2182;45;15;32;1;750;3;Non;Non
2183;40;14;22;2;1400;3;Non;Non
2184;34;8;29;2;2000;3;Non;Non
2185;62;36;183;2;3400;3;Non;Oui
2186;54;30;69;1;1600;3;Non;Non
2187;26;2;92;2;200;1;Non;Non
2188;54;30;40;2;1000;3;Non;Non
2189;29;4;9;4;500;3;Non;Non
2190;48;23;128;1;600;1;Non;Non
2191;27;3;110;2;200;1;Non;Non
2192;42;18;171;2;8000;1;Non;Non
2193;25;1;13;4;1000;1;Non;Non
2194;45;19;25;2;100;3;Non;Non
2195;34;9;123;1;1600;2;Non;Oui
2196;51;27;33;4;200;1;Non;Non
2197;51;24;189;4;4750;2;Non;Oui
2198;60;35;34;1;300;3;Non;Non
2200;49;24;51;1;1300;2;Non;Non
2201;50;25;29;2;1300;1;Non;Non
2202;41;16;111;2;400;1;Non;Non
2203;49;24;43;4;1900;3;Non;Non
2204;50;25;130;1;600;1;Non;Non
2205;63;37;20;2;400;1;Non;Non
2206;63;37;101;2;2800;1;Non;Non
2207;33;7;48;4;2200;2;Non;Non
2208;38;12;180;1;2800;3;Non;Oui
2210;36;10;33;3;900;1;Non;Non
2211;58;33;51;2;1900;2;Non;Non
2212;39;14;31;2;1400;2;Non;Non
2213;46;22;83;1;2700;1;Non;Non
2214;61;37;45;1;800;1;Non;Non
2215;53;27;89;1;800;3;Non;Non
2216;28;3;193;3;4000;2;Non;Oui
2217;64;40;89;1;3800;1;Non;Non
2218;48;24;162;4;3300;2;Oui;Oui
2219;38;13;9;2;300;2;Non;Non
2220;52;22;58;4;2000;3;Non;Non
2221;65;40;80;1;800;3;Non;Non
2222;59;33;73;2;1700;3;Non;Non
2223;45;20;41;1;300;1;Non;Non
2224;53;28;74;3;2000;2;Non;Non
2225;38;12;29;2;1400;3;Non;Non
2226;54;24;25;4;400;3;Non;Non
2227;25;1;98;1;5400;1;Non;Non
2228;61;35;59;4;1700;2;Non;Non
2229;48;23;43;4;1900;3;Non;Non
2230;46;22;72;4;1400;2;Non;Non
2231;36;11;183;1;3000;3;Oui;Oui
2232;46;20;134;1;5700;1;Non;Non
2233;59;33;140;2;500;1;Non;Non
2234;59;35;39;1;1800;3;Non;Non
2235;36;12;35;4;400;2;Non;Non
2236;63;37;141;2;6900;1;Non;Non
2237;51;24;23;1;500;2;Non;Non
2239;48;22;35;1;1400;3;Non;Non
2240;55;29;42;4;2500;1;Non;Non
2241;41;17;81;4;200;3;Non;Non
2242;26;0;14;4;400;1;Non;Non
2243;41;17;45;1;1800;1;Non;Non
2244;54;28;79;3;1700;2;Non;Non
2245;57;31;53;1;800;2;Non;Non
2246;54;28;33;2;700;2;Non;Non
2247;35;11;190;3;3100;2;Non;Oui
2248;60;34;60;1;2500;3;Non;Non
2249;63;37;8;1;800;2;Non;Non
2250;41;14;38;3;1000;2;Non;Non
2251;46;22;154;1;5000;1;Non;Non
2252;31;5;54;4;2200;2;Non;Non
2253;58;32;41;3;1400;1;Non;Non
2254;59;35;25;2;300;1;Non;Non
2255;46;22;53;2;1700;1;Non;Non
2256;33;9;79;1;100;1;Non;Non
2257;56;31;13;4;900;2;Oui;Non
2258;47;23;130;2;1400;1;Non;Non
2259;59;33;93;2;700;2;Non;Non
2260;24;0;82;3;800;1;Non;Non
2261;39;14;15;2;300;2;Non;Non
2262;30;3;150;4;5000;2;Non;Oui
2263;55;29;131;2;700;2;Non;Oui
2264;47;21;28;3;1500;1;Non;Non
2265;35;11;9;4;700;2;Non;Non
2266;47;23;88;4;1400;2;Non;Non
2267;38;13;143;1;4100;1;Non;Non
2268;38;13;168;2;1300;3;Non;Oui
2269;27;3;105;1;3000;2;Non;Oui
2270;42;18;62;3;2100;3;Non;Non
2271;26;2;51;4;2600;1;Non;Non
2272;60;34;101;3;4400;1;Non;Non
2273;27;3;90;3;800;1;Non;Non
2274;27;1;83;4;2100;3;Non;Non
2276;40;16;115;1;3400;1;Non;Non
2277;29;3;172;4;4400;1;Non;Oui
2278;30;6;32;2;1000;2;Non;Non
2279;30;4;204;2;4500;1;Non;Non
2280;47;23;34;4;600;1;Oui;Non
2281;33;7;30;2;2000;3;Non;Non
2282;57;32;31;3;1300;2;Non;Non
2283;38;14;90;2;2700;1;Non;Non
2284;54;28;79;4;2600;3;Non;Non
2285;47;23;22;4;600;1;Non;Non
2286;48;22;114;1;2400;3;Non;Oui
2287;62;36;42;1;500;3;Non;Non
2288;30;6;29;1;200;3;Non;Non
2289;35;11;72;3;2600;2;Non;Non
2290;59;35;68;1;1800;3;Non;Non
2291;38;13;78;4;700;3;Non;Non
2292;47;23;90;1;2700;1;Non;Non
2293;57;33;170;2;2100;2;Non;Oui
2294;42;17;14;2;100;2;Non;Non
2295;39;15;129;2;1900;1;Non;Non
2296;53;23;39;3;1000;3;Non;Non
2297;27;3;82;2;200;1;Non;Non
2298;59;35;31;3;400;2;Non;Non
2299;48;24;9;4;500;2;Non;Non
2300;62;37;15;3;100;3;Non;Non
2301;66;41;70;3;2200;1;Non;Non
2302;38;13;84;4;700;3;Non;Non
2303;42;17;155;1;7000;1;Non;Non
2304;47;21;89;2;800;3;Non;Non
2305;27;2;170;3;4700;1;Non;Oui
2306;32;7;185;2;6700;1;Oui;Non
2307;37;13;82;2;2200;1;Non;Non
2308;56;31;60;3;1700;1;Non;Non
2309;39;13;58;2;2400;2;Non;Non
2310;36;12;29;1;1330;1;Non;Non
2311;32;6;32;2;300;1;Non;Non
2312;62;37;115;4;3400;2;Non;Non
2313;48;22;83;2;2400;2;Non;Non
2314;58;32;54;3;300;2;Non;Non
2315;27;2;112;4;1800;3;Non;Non
2316;52;26;182;2;1400;2;Non;Oui
2317;54;30;112;2;6800;1;Non;Non
2318;31;5;129;3;5900;3;Oui;Oui
2319;60;34;23;1;800;2;Non;Non
2320;34;9;198;2;3000;1;Non;Non
2321;46;22;84;4;2000;3;Non;Non
2322;41;15;39;3;500;3;Non;Non
2323;62;37;129;1;1300;1;Non;Non
2324;31;7;113;2;2000;2;Non;Non
2325;41;11;35;1;750;3;Non;Non
2326;55;30;85;1;100;3;Non;Non
2327;45;19;73;4;2900;1;Non;Non
2328;51;25;70;1;800;3;Non;Non
2329;27;2;130;3;4400;1;Non;Oui
2330;30;4;39;1;1500;1;Non;Non
2331;31;5;72;4;1800;2;Non;Non
2332;61;37;68;4;2300;3;Non;Non
2333;40;16;35;1;1400;3;Non;Non
2334;45;21;61;3;700;1;Oui;Non
2335;45;21;69;4;1900;1;Non;Non
2336;37;13;59;1;3600;2;Non;Non
2337;34;8;99;2;4500;3;Non;Non
2338;43;16;201;1;10000;2;Non;Oui
2339;42;18;130;2;7500;1;Non;Non
2340;56;31;72;3;2000;2;Non;Non
2341;33;9;44;1;1200;1;Non;Non
2342;36;10;91;1;1500;3;Non;Non
2343;62;37;92;3;500;1;Non;Non
2344;58;34;55;1;800;1;Non;Non
2345;65;40;20;3;500;1;Non;Non
2346;65;40;89;1;4100;1;Oui;Oui
2347;52;26;59;2;1500;2;Non;Non
2348;64;39;8;3;100;3;Non;Non
2349;51;25;85;4;4900;1;Non;Non
2350;59;35;94;1;4300;1;Oui;Non
2351;52;28;22;2;400;1;Non;Non
2352;55;31;74;2;3200;3;Non;Non
2353;46;19;59;3;2670;2;Non;Non
2354;61;36;12;4;600;2;Non;Non
2355;35;9;8;1;400;2;Non;Non
2356;56;31;74;3;1600;3;Non;Non
2357;31;5;184;4;3400;2;Oui;Oui
2359;53;27;63;2;800;3;Non;Non
2360;36;12;123;2;5600;2;Oui;Oui
2361;27;1;85;2;1600;3;Non;Non
2362;36;12;109;3;500;3;Oui;Oui
2363;40;15;31;1;600;3;Non;Non
2364;39;13;61;2;2400;2;Non;Non
2365;59;35;88;2;1600;1;Non;Non
2366;43;18;22;2;300;2;Non;Non
2367;30;4;63;4;2200;2;Non;Non
2368;26;1;80;4;200;1;Non;Non
2369;48;22;78;3;2100;1;Non;Non
2370;50;24;45;4;100;1;Non;Non
2371;33;7;51;4;2100;3;Non;Non
2372;32;6;111;2;1500;3;Non;Non
2373;34;10;45;3;2800;1;Non;Non
2374;33;9;184;2;4800;2;Non;Oui
2375;32;5;41;2;1000;2;Non;Non
2376;55;30;69;4;1300;3;Oui;Non
2377;58;33;23;3;200;1;Non;Non
2378;47;23;160;2;6670;1;Non;Non
2379;30;5;61;1;800;2;Oui;Non
2380;42;18;110;2;6100;1;Non;Non
2381;40;16;50;2;600;3;Non;Non
2382;33;9;49;1;2400;2;Non;Non
2383;46;20;185;4;7500;2;Non;Oui
2384;63;39;52;2;1100;1;Non;Non
2385;62;37;53;2;2800;1;Non;Non
2386;43;17;125;4;3500;2;Non;Oui
2387;31;5;72;3;1600;1;Non;Non
2388;28;2;51;4;1800;3;Non;Non
2389;64;39;23;3;500;1;Non;Non
2390;27;1;41;1;1900;3;Non;Non
2391;33;9;41;3;2000;1;Non;Non
2392;39;12;138;1;4670;2;Non;Oui
2393;44;20;138;2;3300;1;Non;Non
2394;53;28;14;4;800;1;Non;Non
2395;42;18;145;2;8000;1;Non;Non
2396;44;17;25;3;1000;2;Non;Non
2397;34;10;43;1;1700;1;Non;Non
2398;47;22;93;1;200;2;Non;Non
2399;53;29;90;2;300;1;Non;Non
2400;62;36;41;2;1000;3;Non;Non
2401;61;36;169;2;6100;3;Oui;Oui
2402;42;17;63;2;2200;3;Non;Non
2403;48;21;23;3;670;2;Non;Non
2404;38;13;140;4;500;1;Non;Oui
2405;41;15;75;1;1500;3;Non;Non
2406;57;32;13;4;900;2;Non;Non
2407;31;7;10;1;500;3;Non;Non
2408;39;15;100;1;800;2;Non;Non
2409;48;22;85;3;1100;1;Non;Non
2410;55;31;73;3;2670;1;Non;Non
2411;29;4;130;2;6700;1;Non;Non
2412;47;22;65;3;2700;2;Non;Non
2413;61;36;59;4;1700;1;Non;Non
2414;60;34;31;2;1000;3;Non;Non
2415;34;10;134;1;4000;1;Non;Non
2416;45;21;11;4;200;1;Non;Non
2417;60;35;32;1;300;3;Non;Non
2418;25;0;53;2;1600;3;Non;Non
2419;41;17;28;1;700;1;Non;Non
2420;63;37;44;2;1000;3;Non;Non
2421;63;39;40;1;800;1;Non;Non
2422;43;19;40;3;600;2;Non;Non
2423;58;32;163;2;500;1;Non;Non
2424;50;25;82;1;1300;3;Non;Non
2425;38;12;89;4;1400;2;Non;Non
2426;54;30;78;4;1600;2;Non;Non
2427;61;36;55;3;900;3;Non;Non
2428;29;5;34;4;400;2;Non;Non
2429;39;12;108;4;3670;2;Non;Oui
2430;33;7;58;4;2200;2;Non;Non
2431;23;-1;73;4;2600;1;Non;Non
2432;56;31;54;4;2100;1;Non;Non
2433;54;30;45;4;900;2;Non;Non
2434;37;11;123;1;2300;2;Oui;Oui
2435;38;12;93;1;5200;1;Non;Non
2436;34;9;102;4;2200;2;Non;Non
2437;53;29;39;3;1500;1;Non;Non
2438;65;40;114;4;3400;2;Non;Non
2439;62;37;29;1;300;3;Non;Non
2440;51;25;30;3;600;2;Non;Non
2441;31;5;22;1;600;3;Non;Non
2442;64;38;38;2;300;1;Non;Non
2443;39;15;41;2;1700;1;Non;Non
2444;28;3;161;4;1700;3;Oui;Oui
2445;60;35;38;3;500;2;Non;Non
2446;47;23;25;1;900;3;Non;Non
2447;25;1;70;4;2600;1;Non;Non
2448;44;19;201;2;8800;1;Non;Non
2449;51;26;42;2;600;3;Non;Non
2450;31;7;64;1;1200;1;Non;Non
2451;32;7;28;4;1100;3;Non;Non
2452;51;25;119;1;4900;1;Non;Non
2453;25;1;28;1;1000;3;Non;Non
2454;43;19;60;3;2100;3;Non;Non
2455;54;29;23;1;1500;2;Non;Non
2456;34;8;164;4;7400;3;Non;Oui
2457;54;30;39;2;800;1;Non;Non
2459;46;20;72;2;800;3;Non;Non
2460;62;37;41;3;900;3;Non;Non
2461;31;5;32;2;300;2;Non;Non
2462;30;5;69;1;800;2;Non;Non
2463;52;28;23;3;400;1;Non;Non
2464;35;9;44;4;200;1;Non;Non
2465;60;36;32;3;400;2;Non;Non
2466;58;34;25;2;300;1;Non;Non
2467;24;-2;80;2;1600;3;Non;Non
2468;40;16;83;1;800;2;Non;Non
2469;49;23;133;1;7300;1;Non;Non
2470;43;18;89;1;100;2;Non;Non
2471;33;7;81;2;4500;3;Oui;Non
2472;36;11;44;2;1100;2;Non;Non
2473;62;36;119;2;2000;1;Non;Non
2474;57;32;39;4;900;1;Non;Non
2475;64;38;40;2;1000;3;Non;Non
2476;52;26;79;3;800;1;Non;Non
2477;54;28;30;4;700;2;Non;Non
2478;40;14;179;1;2600;3;Non;Oui
2479;30;5;178;2;6700;1;Non;Non
2480;55;30;82;4;3800;2;Non;Non
2481;39;13;50;2;2400;2;Non;Non
2482;55;30;64;2;1900;2;Non;Non
2483;28;4;129;1;1500;1;Non;Non
2484;44;18;68;4;2900;1;Non;Non
2485;46;21;30;1;1400;3;Non;Non
2486;61;36;48;3;1500;1;Non;Non
2487;61;36;130;1;1300;1;Non;Non
2488;45;20;40;1;500;3;Non;Non
2489;38;14;105;2;1900;1;Non;Non
2490;29;3;41;4;200;1;Non;Non
2491;52;28;168;3;6500;3;Non;Oui
2492;38;14;80;2;2700;1;Non;Non
2493;28;3;134;2;3100;1;Non;Non
2494;34;9;49;1;2500;3;Non;Non
2495;35;9;63;2;1800;1;Non;Non
2496;46;22;70;4;1900;1;Non;Non
2497;63;37;32;3;700;2;Non;Non
2498;33;9;14;3;900;3;Non;Non
2499;38;14;111;2;6100;1;Non;Non
2500;53;27;38;4;2800;2;Non;Non
2501;28;2;121;2;2000;1;Non;Non
2502;44;18;90;4;2600;3;Non;Non
2503;58;31;178;2;6000;2;Non;Oui
2504;38;14;20;4;400;2;Non;Non
2505;48;24;61;2;1700;1;Non;Non
2506;33;7;43;4;800;1;Non;Non
2507;66;42;39;1;1900;2;Non;Non
2508;59;34;60;4;2100;1;Non;Non
2509;40;15;63;3;3000;1;Non;Non
2510;36;11;8;4;200;3;Non;Non
2511;62;38;52;4;1300;2;Non;Non
2512;51;27;92;4;3000;1;Oui;Oui
2513;58;32;111;2;1400;1;Non;Non
2514;52;26;71;1;1400;3;Non;Non
2515;41;16;25;2;100;2;Non;Non
2516;31;5;34;1;1900;3;Non;Non
2517;28;3;74;3;2600;3;Non;Non
2518;57;31;120;2;2000;1;Non;Non
2519;61;37;50;4;1300;2;Non;Non
2520;60;36;10;2;1000;1;Non;Non
2521;56;29;45;4;2500;2;Non;Non
2522;49;23;29;4;1800;1;Non;Non
2523;63;37;145;2;6900;1;Non;Non
2524;49;23;100;2;6300;1;Non;Non
2525;49;25;24;3;400;1;Non;Non
2526;32;8;60;1;1200;1;Non;Non
2527;26;1;50;4;600;2;Non;Non
2528;27;1;43;3;1100;2;Non;Non
2529;57;31;79;3;4400;1;Non;Non
2530;29;5;44;3;100;2;Non;Non
2531;56;30;31;4;1500;3;Non;Non
2532;59;35;14;2;1000;1;Non;Non
2533;53;28;19;4;800;1;Non;Non
2534;54;29;111;1;1100;2;Non;Oui
2535;56;30;90;1;1900;2;Non;Non
2536;50;25;21;2;700;3;Non;Non
2537;51;25;104;1;4200;2;Non;Oui
2538;53;27;75;1;1900;2;Non;Non
2539;37;12;175;2;7800;1;Non;Non
2540;32;7;98;1;4200;1;Oui;Oui
2541;49;23;41;4;100;1;Non;Non
2542;34;8;171;2;2200;2;Non;Oui
2543;54;30;79;4;1600;2;Non;Non
2544;64;39;24;4;600;2;Non;Non
2545;58;34;90;1;3600;2;Non;Oui
2546;25;-1;39;3;2400;2;Non;Non
2548;38;13;15;2;100;2;Non;Non
2549;48;24;80;1;2700;1;Non;Non
2550;41;15;63;1;700;3;Non;Non
2551;32;8;20;1;500;3;Non;Non
2552;46;22;43;2;2100;3;Oui;Non
2553;39;15;65;1;1500;3;Non;Non
2554;39;15;91;2;1700;2;Non;Non
2555;63;39;53;1;800;1;Non;Non
2556;58;32;110;3;1700;2;Non;Non
2557;28;4;82;3;1500;1;Non;Non
2558;36;11;23;4;200;3;Non;Non
2559;43;19;172;2;6670;1;Non;Non
2560;36;12;88;2;2700;1;Non;Non
2561;44;18;71;2;800;3;Non;Non
2562;31;5;180;1;2900;3;Non;Oui
2563;45;21;39;2;2100;3;Non;Non
2564;39;13;94;1;1500;3;Non;Non
2565;43;16;25;3;1000;2;Non;Non
2567;30;5;42;1;1000;1;Non;Non
2568;58;33;142;2;3900;1;Non;Non
2569;46;21;34;2;1300;1;Non;Non
2570;35;10;139;1;4600;1;Non;Non
2571;30;4;154;2;4500;1;Non;Non
2572;34;8;40;2;2000;3;Non;Non
2573;62;32;33;1;1500;3;Non;Non
2574;58;34;80;2;1600;1;Non;Non
2575;45;18;10;3;670;2;Non;Non
2576;42;16;41;3;500;3;Non;Non
2577;60;36;30;4;1300;1;Non;Non
2578;55;29;78;1;800;3;Non;Non
2579;45;21;164;1;5000;1;Non;Non
2580;52;27;23;1;400;3;Non;Non
2581;31;7;149;1;6000;1;Non;Non
2582;60;34;25;4;700;3;Non;Non
2583;33;9;42;1;2100;3;Non;Non
2584;37;11;71;1;2500;1;Non;Non
2585;59;34;114;3;4200;2;Non;Oui
2586;51;26;70;1;2800;2;Non;Non
2587;47;23;149;4;6100;1;Non;Oui
2588;60;33;55;4;2500;2;Non;Non
2589;61;36;29;1;1300;1;Non;Non
2590;64;40;123;1;3800;1;Non;Non
2591;46;20;152;1;7400;3;Oui;Oui
2592;31;7;8;4;700;2;Non;Non
2593;57;32;69;4;700;1;Non;Non
2594;48;23;161;4;7900;3;Non;Oui
2595;48;23;79;1;200;2;Non;Non
2596;35;10;105;1;4600;1;Non;Non
2597;33;8;39;3;2300;1;Non;Non
2598;47;23;163;1;5000;1;Non;Non
2599;46;20;9;1;200;1;Non;Non
2600;44;20;71;4;2000;3;Non;Non
2601;42;18;51;3;2100;3;Non;Non
2602;50;24;32;1;1400;3;Non;Non
2603;52;26;161;4;4300;1;Oui;Oui
2604;53;27;60;1;200;1;Non;Non
2605;37;10;35;4;1000;2;Non;Non
2606;64;40;41;4;1200;2;Non;Non
2607;46;22;73;2;1700;1;Non;Non
2608;57;33;49;4;1500;1;Oui;Non
2609;61;35;79;2;2000;1;Non;Non
2610;42;18;120;2;7500;1;Non;Non
2611;40;16;60;2;3200;1;Non;Non
2612;33;8;78;3;600;2;Non;Non
2613;50;26;40;4;1100;2;Non;Non
2614;52;26;110;2;5400;3;Oui;Oui
2615;35;11;160;4;5700;3;Non;Oui
2616;57;32;68;4;700;1;Non;Non
2617;56;31;49;2;1600;3;Non;Non
2618;44;20;65;2;2500;1;Non;Non
2619;23;-3;55;3;2400;2;Non;Non
2620;33;8;62;3;2300;1;Non;Non
2622;45;18;42;3;2500;2;Non;Non
2623;54;28;39;4;700;2;Non;Non
2624;42;17;111;3;3000;1;Oui;Oui
2625;47;21;82;3;2100;1;Non;Non
2626;61;36;108;4;3400;2;Non;Non
2627;53;27;59;2;800;3;Non;Non
2628;56;30;61;3;2500;1;Non;Non
2629;33;6;78;4;2000;2;Non;Non
2630;44;18;18;2;100;3;Non;Non
2631;63;37;113;4;1700;3;Non;Non
2632;47;20;62;1;2670;2;Non;Non
2633;50;24;81;1;4900;1;Non;Non
2634;49;25;13;3;400;1;Non;Non
2635;34;9;75;1;2800;1;Non;Non
2636;40;14;33;2;800;3;Non;Non
2637;38;13;179;1;4100;1;Non;Non
2638;51;26;69;3;2000;2;Non;Non
2639;28;4;45;1;1000;3;Non;Non
2640;52;26;59;3;3000;2;Non;Non
2641;39;13;81;2;2800;1;Non;Non
2642;29;5;133;1;5400;1;Non;Non
2644;63;38;14;4;400;2;Non;Non
2645;40;14;28;2;800;3;Non;Non
2646;36;12;93;2;2200;1;Non;Non
2647;45;20;191;3;2600;3;Non;Oui
2648;61;37;155;1;2900;1;Non;Non
2649;26;0;155;2;7200;1;Non;Non
2650;33;8;68;4;1300;1;Non;Non
2651;64;40;52;2;1100;1;Non;Non
2652;43;17;51;1;700;3;Non;Non
2653;24;0;44;4;1600;1;Non;Non
2654;30;5;121;2;3100;1;Non;Non
2655;60;36;49;4;2200;1;Non;Non
2656;50;26;42;2;1000;3;Non;Non
